2015;48;2015.11.28.;0;0 Ft;21;2 670 505 Ft;2403;24 710 Ft;75831;1 525 Ft;9;50;72;76;89
2015;47;2015.11.21.;0;0 Ft;23;2 478 740 Ft;2515;24 000 Ft;69459;1 690 Ft;31;53;57;60;83
2015;46;2015.11.14.;0;0 Ft;33;2 088 280 Ft;3514;20 765 Ft;102154;1 585 Ft;10;25;38;46;50
2015;45;2015.11.07.;0;0 Ft;19;2 973 970 Ft;1714;34 905 Ft;64445;1 805 Ft;41;45;51;54;86
2015;44;2015.10.31.;0;0 Ft;27;1 970 280 Ft;2661;21 170 Ft;76792;1 425 Ft;18;24;30;43;79
2015;43;2015.10.24.;0;0 Ft;58;892 550 Ft;3073;17 835 Ft;78001;1 365 Ft;2;18;45;51;70
2015;42;2015.10.17.;1;1 786 189 915 Ft;88;747 435 Ft;6310;11 035 Ft;141579;955 Ft;2;5;17;24;72
2015;41;2015.10.10.;0;0 Ft;42;1 548 785 Ft;3202;21 510 Ft;83934;1 595 Ft;14;54;60;78;81
2015;40;2015.10.03.;0;0 Ft;44;1 409 885 Ft;4599;14 280 Ft;116302;1 100 Ft;5;10;23;51;58
2015;39;2015.09.26.;0;0 Ft;19;3 206 220 Ft;2124;30 370 Ft;74209;1 690 Ft;10;57;70;75;87
2015;38;2015.09.19.;0;0 Ft;70;903 325 Ft;4400;15 215 Ft;103387;1 260 Ft;4;38;42;64;74
2015;37;2015.09.12.;0;0 Ft;30;2 129 870 Ft;2737;24 720 Ft;83686;1 570 Ft;8;50;69;72;87
2015;36;2015.09.05.;0;0 Ft;22;2 708 425 Ft;2287;27 585 Ft;72332;1 905 Ft;20;26;38;41;58
2015;35;2015.08.29.;0;0 Ft;27;2 127 820 Ft;2900;20 975 Ft;85643;1 380 Ft;1;19;70;80;81
2015;34;2015.08.22.;0;0 Ft;23;2 440 620 Ft;2160;27 515 Ft;69909;1 655 Ft;17;20;32;76;84
2015;33;2015.08.15.;0;0 Ft;34;1 682 700 Ft;3440;17 610 Ft;98464;1 195 Ft;2;13;67;70;86
2015;32;2015.08.08.;0;0 Ft;28;2 015 925 Ft;2437;24 525 Ft;78307;1 485 Ft;33;52;67;77;87
2015;31;2015.08.01.;0;0 Ft;26;2 137 970 Ft;2696;21 830 Ft;79316;1 445 Ft;3;32;50;59;65
2015;30;2015.07.25.;0;0 Ft;42;1 299 130 Ft;2727;21 185 Ft;78300;1 435 Ft;3;34;46;62;79
2015;29;2015.07.18.;0;0 Ft;38;1 487 680 Ft;3562;16 805 Ft;104090;1 120 Ft;2;5;37;57;67
2015;28;2015.07.11.;0;0 Ft;33;1 743 280 Ft;3193;19 075 Ft;94999;1 350 Ft;10;18;26;36;38
2015;27;2015.07.04.;0;0 Ft;12;4 532 965 Ft;1373;41 950 Ft;53345;2 100 Ft;1;48;61;62;79
2015;26;2015.06.27.;0;0 Ft;44;1 238 660 Ft;3084;18 710 Ft;88754;1 265 Ft;19;30;43;58;69
2015;25;2015.06.20.;2;157 018 845 Ft;29;2 005 680 Ft;2664;23 120 Ft;82801;1 445 Ft;27;29;47;59;89
2015;24;2015.06.13.;0;0 Ft;55;1 094 305 Ft;4336;14 695 Ft;114733;1 080 Ft;3;26;28;42;49
2015;23;2015.06.06.;0;0 Ft;17;3 506 065 Ft;2008;31 430 Ft;69579;1 765 Ft;15;16;36;60;70
2015;22;2015.05.30.;1;5 049 127 895 Ft;52;2 165 720 Ft;5533;21 550 Ft;162929;1 425 Ft;18;55;56;83;90
2015;21;2015.05.23.;0;0 Ft;64;1 715 340 Ft;5929;19 605 Ft;163245;1 485 Ft;12;25;30;46;51
2015;20;2015.05.16.;0;0 Ft;80;1 348 730 Ft;7766;14 710 Ft;205116;1 085 Ft;1;19;20;27;34
2015;19;2015.05.09.;0;0 Ft;97;1 089 310 Ft;6831;16 380 Ft;169939;1 280 Ft;18;37;44;52;76
2015;18;2015.05.02.;0;0 Ft;36;2 756 855 Ft;3870;27 155 Ft;127720;1 600 Ft;8;65;67;69;82
2015;17;2015.04.25.;0;0 Ft;36;2 726 480 Ft;3797;27 370 Ft;118692;1 705 Ft;2;50;55;65;84
2015;16;2015.04.18.;0;0 Ft;53;1 860 415 Ft;4725;22 095 Ft;139425;1 455 Ft;25;56;57;81;86
2015;15;2015.04.11.;0;0 Ft;75;1 279 280 Ft;6592;15 410 Ft;175066;1 130 Ft;21;23;29;46;48
2015;14;2015.04.04.;0;0 Ft;47;2 116 875 Ft;5244;20 090 Ft;147278;1 390 Ft;2;33;38;70;77
2015;13;2015.03.28.;0;0 Ft;34;2 727 040 Ft;4573;21 470 Ft;132409;1 540 Ft;6;18;35;74;90
2015;12;2015.03.21.;0;0 Ft;56;1 620 735 Ft;4613;20 830 Ft;129754;1 440 Ft;18;31;36;52;59
2015;11;2015.03.14.;0;0 Ft;56;1 738 025 Ft;5030;20 490 Ft;147747;1 355 Ft;11;41;42;45;77
